university,group_title,campaign_year,snapshot_date,applications,seat_counts,min_enrolled_score,last_rank
msu,Социология (general_competition),2026,2026-08-08 14:51:18.640446+00:00,79,"{""general_competition"": 79}",334.0,79
msu,Социология (paid_competition),2026,2026-08-08 14:51:18.675817+00:00,371,"{""paid_competition"": 40}",,371
msu,"Социология, общий (by_special_quota)",2026,2026-08-08 14:51:19.660014+00:00,2,"{""by_special_quota"": 2}",,2
msu,"Социология, общий (by_unusual_quota)",2026,2026-08-08 14:51:19.662576+00:00,1,"{""by_unusual_quota"": 4}",,1
msu,"Социология, общий (by_unusual_quota)",2026,2026-08-08 14:51:19.664273+00:00,3,"{""by_unusual_quota"": 4}",,3
msu,"Социология, общий (general_competition)",2026,2026-08-08 14:51:19.669801+00:00,10,"{""general_competition"": 15}",361.0,10
msu,"Социология, общий (paid_competition)",2026,2026-08-08 14:51:19.703469+00:00,511,"{""paid_competition"": 14}",,511
msu,"Социология, общий (without_entry_tests)",2026,2026-08-08 14:51:19.667349+00:00,5,"{""without_entry_tests"": 15}",,5
msu,Телевидение (by_special_quota),2026,2026-08-08 14:51:19.581119+00:00,2,"{""by_special_quota"": 2}",,2
msu,Телевидение (by_unusual_quota),2026,2026-08-08 14:51:19.584664+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Телевидение (general_competition),2026,2026-08-08 14:51:19.589215+00:00,9,"{""general_competition"": 11}",371.0,9
msu,Телевидение (paid_competition),2026,2026-08-08 14:51:19.600373+00:00,145,"{""paid_competition"": 40}",,145
msu,Телевидение (without_entry_tests),2026,2026-08-08 14:51:19.586905+00:00,2,"{""without_entry_tests"": 11}",,2
msu,Теоретическая и математическая физика (by_special_quota),2026,2026-08-08 14:51:15.389273+00:00,3,"{""by_special_quota"": 3}",,3
msu,Теоретическая и математическая физика (by_unusual_quota),2026,2026-08-08 14:51:15.393139+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Теоретическая и математическая физика (by_unusual_quota),2026,2026-08-08 14:51:15.395151+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Теоретическая и математическая физика (general_competition),2026,2026-08-08 14:51:15.400357+00:00,7,"{""general_competition"": 19}",389.0,7
msu,Теоретическая и математическая физика (paid_competition),2026,2026-08-08 14:51:15.445352+00:00,292,"{""paid_competition"": 5}",,292
msu,Теоретическая и математическая физика (without_entry_tests),2026,2026-08-08 14:51:15.397196+00:00,12,"{""without_entry_tests"": 19}",,12
msu,Туризм (by_special_quota),2026,2026-08-08 14:51:16.229636+00:00,1,"{""by_special_quota"": 1}",,1
msu,Туризм (by_unusual_quota),2026,2026-08-08 14:51:16.232264+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Туризм (general_competition),2026,2026-08-08 14:51:16.235163+00:00,8,"{""general_competition"": 8}",340.0,8
msu,Туризм (paid_competition),2026,2026-08-08 14:51:16.244752+00:00,101,"{""paid_competition"": 5}",,101
msu,Управление бизнесом и предпринимательство (paid_competition),2026,2026-08-08 14:51:20.549110+00:00,1037,"{""paid_competition"": 85}",,1037
msu,Управление персоналом (общий) (by_special_quota),2026,2026-08-08 14:51:20.467071+00:00,1,"{""by_special_quota"": 1}",,1
msu,Управление персоналом (общий) (by_unusual_quota),2026,2026-08-08 14:51:20.472725+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Управление персоналом (общий) (general_competition),2026,2026-08-08 14:51:20.476638+00:00,3,"{""general_competition"": 3}",381.0,3
msu,Управление персоналом (общий) (paid_competition),2026,2026-08-08 14:51:20.496468+00:00,338,"{""paid_competition"": 15}",,338
msu,"Управление персоналом, общий (by_special_quota)",2026,2026-08-08 14:51:19.767655+00:00,1,"{""by_special_quota"": 1}",,1
msu,"Управление персоналом, общий (by_unusual_quota)",2026,2026-08-08 14:51:19.770618+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,"Управление персоналом, общий (general_competition)",2026,2026-08-08 14:51:19.775648+00:00,2,"{""general_competition"": 3}",362.0,2
msu,"Управление персоналом, общий (paid_competition)",2026,2026-08-08 14:51:19.788499+00:00,170,"{""paid_competition"": 20}",,170
msu,"Управление персоналом, общий (without_entry_tests)",2026,2026-08-08 14:51:19.786477+00:00,3,"{""without_entry_tests"": 20}",,3
msu,"Управление персоналом, общий (without_entry_tests)",2026,2026-08-08 14:51:19.773740+00:00,1,"{""without_entry_tests"": 3}",,1
msu,Фармация (by_special_quota),2026,2026-08-08 14:51:21.975160+00:00,1,"{""by_special_quota"": 1}",,1
msu,Фармация (by_target_quota),2026,2026-08-08 14:51:16.335183+00:00,1,"{""by_target_quota"": 1}",,1
msu,Фармация (by_unusual_quota),2026,2026-08-08 14:51:21.978354+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Фармация (by_unusual_quota),2026,2026-08-08 14:51:21.981254+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Фармация (general_competition),2026,2026-08-08 14:51:16.341798+00:00,15,"{""general_competition"": 17}",356.0,15
msu,Фармация (general_competition),2026,2026-08-08 14:51:21.983544+00:00,11,"{""general_competition"": 11}",170.0,11
msu,Фармация (paid_competition),2026,2026-08-08 14:51:16.353737+00:00,92,"{""paid_competition"": 10}",,92
msu,Фармация (paid_competition),2026,2026-08-08 14:51:21.987007+00:00,7,"{""paid_competition"": 15}",,7
msu,Фармация (without_entry_tests),2026,2026-08-08 14:51:16.337798+00:00,2,"{""without_entry_tests"": 17}",,2
msu,Физика частиц и экстремальных состояний материи (by_unusual_quota),2026,2026-08-08 14:51:15.485551+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Физика частиц и экстремальных состояний материи (general_competition),2026,2026-08-08 14:51:15.487949+00:00,23,"{""general_competition"": 23}",364.0,23
msu,Физика частиц и экстремальных состояний материи (paid_competition),2026,2026-08-08 14:51:15.536113+00:00,287,"{""paid_competition"": 5}",,287
msu,Физико-химическая биология. Общая биология (by_special_quota),2026,2026-08-08 14:51:15.897633+00:00,9,"{""by_special_quota"": 9}",,9
msu,Физико-химическая биология. Общая биология (by_target_quota),2026,2026-08-08 14:51:15.905163+00:00,2,"{""by_target_quota"": 2}",,2
msu,Физико-химическая биология. Общая биология (by_unusual_quota),2026,2026-08-08 14:51:15.901911+00:00,5,"{""by_unusual_quota"": 5}",,5
msu,Физико-химическая биология. Общая биология (general_competition),2026,2026-08-08 14:51:15.912971+00:00,113,"{""general_competition"": 139}",428.0,113
msu,Физико-химическая биология. Общая биология (paid_competition),2026,2026-08-08 14:51:15.946988+00:00,255,"{""paid_competition"": 60}",,255
msu,Физико-химическая биология. Общая биология (without_entry_tests),2026,2026-08-08 14:51:15.907264+00:00,26,"{""without_entry_tests"": 139}",,26
msu,Филология (by_unusual_quota),2026,2026-08-08 14:51:22.068703+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Филология (general_competition),2026,2026-08-08 14:51:22.071126+00:00,9,"{""general_competition"": 9}",227.0,9
msu,Филология (paid_competition),2026,2026-08-08 14:51:22.074857+00:00,6,"{""paid_competition"": 4}",,6
msu,Философия (by_special_quota),2026,2026-08-08 14:51:17.054323+00:00,4,"{""by_special_quota"": 4}",,4
msu,Философия (by_unusual_quota),2026,2026-08-08 14:51:17.059672+00:00,8,"{""by_unusual_quota"": 10}",,8
msu,Философия (by_unusual_quota),2026,2026-08-08 14:51:17.057296+00:00,2,"{""by_unusual_quota"": 10}",,2
msu,Философия (general_competition),2026,2026-08-08 14:51:17.066032+00:00,49,"{""general_competition"": 56}",333.0,49
msu,Философия (paid_competition),2026,2026-08-08 14:51:17.090366+00:00,294,"{""paid_competition"": 30}",,294
msu,Философия (without_entry_tests),2026,2026-08-08 14:51:17.062974+00:00,7,"{""without_entry_tests"": 56}",,7
msu,Фундаментальная и прикладная биология (биотехнология) (by_special_quota),2026,2026-08-08 14:51:21.989796+00:00,1,"{""by_special_quota"": 1}",,1
msu,Фундаментальная и прикладная биология (биотехнология) (by_unusual_quota),2026,2026-08-08 14:51:21.991972+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Фундаментальная и прикладная биология (биотехнология) (by_unusual_quota),2026,2026-08-08 14:51:21.994145+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Фундаментальная и прикладная биология (биотехнология) (general_competition),2026,2026-08-08 14:51:21.996219+00:00,11,"{""general_competition"": 11}",248.0,11
msu,Фундаментальная и прикладная биология (биотехнология) (paid_competition),2026,2026-08-08 14:51:22.000096+00:00,5,"{""paid_competition"": 15}",,5
msu,Фундаментальная и прикладная лингвистика (by_special_quota),2026,2026-08-08 14:51:16.799676+00:00,1,"{""by_special_quota"": 1}",,1
msu,Фундаментальная и прикладная лингвистика (by_unusual_quota),2026,2026-08-08 14:51:16.802690+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Фундаментальная и прикладная лингвистика (by_unusual_quota),2026,2026-08-08 14:51:16.804837+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Фундаментальная и прикладная лингвистика (general_competition),2026,2026-08-08 14:51:16.810867+00:00,5,"{""general_competition"": 24}",385.0,5
msu,Фундаментальная и прикладная лингвистика (paid_competition),2026,2026-08-08 14:51:16.824813+00:00,128,"{""paid_competition"": 14}",,128
msu,Фундаментальная и прикладная лингвистика (without_entry_tests),2026,2026-08-08 14:51:16.822056+00:00,2,"{""without_entry_tests"": 14}",,2
msu,Фундаментальная и прикладная лингвистика (without_entry_tests),2026,2026-08-08 14:51:16.806629+00:00,19,"{""without_entry_tests"": 24}",,19
msu,Фундаментальная и прикладная физика (by_special_quota),2026,2026-08-08 14:51:15.595644+00:00,13,"{""by_special_quota"": 13}",,13
msu,Фундаментальная и прикладная физика (by_unusual_quota),2026,2026-08-08 14:51:15.603808+00:00,22,"{""by_unusual_quota"": 23}",,22
msu,Фундаментальная и прикладная физика (by_unusual_quota),2026,2026-08-08 14:51:15.600960+00:00,1,"{""by_unusual_quota"": 23}",,1
msu,Фундаментальная и прикладная физика (general_competition),2026,2026-08-08 14:51:22.077370+00:00,8,"{""general_competition"": 8}",221.0,8
msu,Фундаментальная и прикладная физика (general_competition),2026,2026-08-08 14:51:15.621026+00:00,237,"{""general_competition"": 310}",363.0,237
msu,Фундаментальная и прикладная физика (paid_competition),2026,2026-08-08 14:51:15.702578+00:00,470,"{""paid_competition"": 75}",,470
msu,Фундаментальная и прикладная физика (paid_competition),2026,2026-08-08 14:51:22.080810+00:00,7,"{""paid_competition"": 5}",,7
msu,Фундаментальная и прикладная физика (without_entry_tests),2026,2026-08-08 14:51:15.608750+00:00,73,"{""without_entry_tests"": 310}",,73
msu,Фундаментальная и прикладная химия (by_special_quota),2026,2026-08-08 14:51:15.766809+00:00,11,"{""by_special_quota"": 11}",,11
msu,Фундаментальная и прикладная химия (by_target_quota),2026,2026-08-08 14:51:15.781567+00:00,1,"{""by_target_quota"": 1}",,1
msu,Фундаментальная и прикладная химия (by_target_quota),2026,2026-08-08 14:51:15.778567+00:00,4,"{""by_target_quota"": 4}",,4
msu,Фундаментальная и прикладная химия (by_target_quota),2026,2026-08-08 14:51:15.783754+00:00,1,"{""by_target_quota"": 1}",,1
msu,Фундаментальная и прикладная химия (by_unusual_quota),2026,2026-08-08 14:51:15.771732+00:00,2,"{""by_unusual_quota"": 15}",,2
msu,Фундаментальная и прикладная химия (by_unusual_quota),2026,2026-08-08 14:51:15.774423+00:00,13,"{""by_unusual_quota"": 15}",,13
msu,Фундаментальная и прикладная химия (general_competition),2026,2026-08-08 14:51:15.798379+00:00,116,"{""general_competition"": 183}",444.0,116
msu,Фундаментальная и прикладная химия (paid_competition),2026,2026-08-08 14:51:15.829613+00:00,205,"{""paid_competition"": 60}",,205
msu,Фундаментальная и прикладная химия (without_entry_tests),2026,2026-08-08 14:51:15.786303+00:00,67,"{""without_entry_tests"": 183}",,67
msu,Фундаментальная информатика и информационные технологии (by_special_quota),2026,2026-08-08 14:51:15.231482+00:00,1,"{""by_special_quota"": 1}",,1
msu,Фундаментальная информатика и информационные технологии (by_target_quota),2026,2026-08-08 14:51:15.237684+00:00,1,"{""by_target_quota"": 1}",,1
msu,Фундаментальная информатика и информационные технологии (by_unusual_quota),2026,2026-08-08 14:51:15.234550+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Фундаментальная информатика и информационные технологии (general_competition),2026,2026-08-08 14:51:15.240338+00:00,16,"{""general_competition"": 15}",469.0,16
msu,Фундаментальная информатика и информационные технологии (paid_competition),2026,2026-08-08 14:51:15.285032+00:00,326,"{""paid_competition"": 3}",,326
msu,Фундаментальная математика и математическая физика (by_special_quota),2026,2026-08-08 14:51:14.898334+00:00,2,"{""by_special_quota"": 2}",,2
msu,Фундаментальная математика и математическая физика (by_unusual_quota),2026,2026-08-08 14:51:14.901473+00:00,4,"{""by_unusual_quota"": 4}",,4
msu,Фундаментальная математика и математическая физика (general_competition),2026,2026-08-08 14:51:14.907957+00:00,25,"{""general_competition"": 34}",383.0,25
msu,Фундаментальная математика и математическая физика (paid_competition),2026,2026-08-08 14:51:14.971489+00:00,395,"{""paid_competition"": 10}",,395
msu,Фундаментальная математика и математическая физика (without_entry_tests),2026,2026-08-08 14:51:14.904351+00:00,9,"{""without_entry_tests"": 34}",,9
msu,Фундаментальная физико-химическая инженерия (by_special_quota),2026,2026-08-08 14:51:19.182366+00:00,1,"{""by_special_quota"": 1}",,1
msu,Фундаментальная физико-химическая инженерия (by_unusual_quota),2026,2026-08-08 14:51:19.185778+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Фундаментальная физико-химическая инженерия (general_competition),2026,2026-08-08 14:51:19.187922+00:00,20,"{""general_competition"": 20}",433.0,20
msu,Фундаментальная физико-химическая инженерия (paid_competition),2026,2026-08-08 14:51:19.202340+00:00,67,"{""paid_competition"": 5}",,67
msu,"Химия, физика и механика материалов (general_competition)",2026,2026-08-08 14:51:16.260206+00:00,28,"{""general_competition"": 28}",427.0,28
msu,"Химия, физика и механика материалов (paid_competition)",2026,2026-08-08 14:51:16.272815+00:00,49,"{""paid_competition"": 5}",,49
msu,Цифровая трансформация бизнес-информатики (paid_competition),2026,2026-08-08 14:51:19.214887+00:00,485,"{""paid_competition"": 50}",,485
msu,Цифровая трансформация бизнес-информатики (without_entry_tests),2026,2026-08-08 14:51:19.210990+00:00,16,"{""without_entry_tests"": 50}",,16
msu,Экологический менеджмент и экобезопасность. Радиоэкология. Управление земельными ресурсами и биологический контроль окружающей среды (general_competition),2026,2026-08-08 14:51:16.059077+00:00,20,"{""general_competition"": 20}",278.0,20
msu,Экологический менеджмент и экобезопасность. Радиоэкология. Управление земельными ресурсами и биологический контроль окружающей среды (paid_competition),2026,2026-08-08 14:51:16.069142+00:00,46,"{""paid_competition"": 5}",,46
msu,Экология и природопользование (by_target_quota),2026,2026-08-08 14:51:15.983087+00:00,1,"{""by_target_quota"": 1}",,1
msu,Экология и природопользование (general_competition),2026,2026-08-08 14:51:15.989040+00:00,8,"{""general_competition"": 15}",421.0,8
msu,Экология и природопользование (paid_competition),2026,2026-08-08 14:51:16.000566+00:00,64,"{""paid_competition"": 5}",,64
msu,Экология и природопользование (without_entry_tests),2026,2026-08-08 14:51:15.986228+00:00,7,"{""without_entry_tests"": 15}",,7
msu,Экономика (by_special_quota),2026,2026-08-08 14:51:17.359335+00:00,17,"{""by_special_quota"": 17}",,17
msu,Экономика (by_target_quota),2026,2026-08-08 14:51:17.378980+00:00,1,"{""by_target_quota"": 1}",,1
msu,Экономика (by_target_quota),2026,2026-08-08 14:51:17.376390+00:00,1,"{""by_target_quota"": 1}",,1
msu,Экономика (by_target_quota),2026,2026-08-08 14:51:17.373878+00:00,1,"{""by_target_quota"": 1}",,1
msu,Экономика (by_target_quota),2026,2026-08-08 14:51:17.371284+00:00,2,"{""by_target_quota"": 2}",,2
msu,Экономика (by_target_quota),2026,2026-08-08 14:51:17.380869+00:00,1,"{""by_target_quota"": 1}",,1
msu,Экономика (by_unusual_quota),2026,2026-08-08 14:51:17.368296+00:00,8,"{""by_unusual_quota"": 20}",,8
msu,Экономика (by_unusual_quota),2026,2026-08-08 14:51:17.364934+00:00,12,"{""by_unusual_quota"": 20}",,12
msu,Экономика (by_unusual_quota),2026,2026-08-08 14:51:22.083783+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Экономика (by_unusual_quota),2026,2026-08-08 14:51:22.085984+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Экономика (general_competition),2026,2026-08-08 14:51:22.088057+00:00,8,"{""general_competition"": 8}",239.0,8
msu,Экономика (general_competition),2026,2026-08-08 14:51:17.386353+00:00,110,"{""general_competition"": 123}",381.0,110
msu,Экономика (paid_competition),2026,2026-08-08 14:51:17.468994+00:00,1398,"{""paid_competition"": 195}",,1398
msu,Экономика (paid_competition),2026,2026-08-08 14:51:22.092225+00:00,15,"{""paid_competition"": 2}",,15
msu,Экономика (without_entry_tests),2026,2026-08-08 14:51:17.382821+00:00,13,"{""without_entry_tests"": 123}",,13
msu,Экономика (without_entry_tests),2026,2026-08-08 14:51:17.465978+00:00,4,"{""without_entry_tests"": 195}",,4
msu,Экономика (Государственный и муниципальный аудит) (by_special_quota),2026,2026-08-08 14:51:19.273215+00:00,1,"{""by_special_quota"": 1}",,1
msu,Экономика (Государственный и муниципальный аудит) (by_unusual_quota),2026,2026-08-08 14:51:19.276149+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Экономика (Государственный и муниципальный аудит) (general_competition),2026,2026-08-08 14:51:19.282067+00:00,2,"{""general_competition"": 3}",389.0,2
msu,Экономика (Государственный и муниципальный аудит) (paid_competition),2026,2026-08-08 14:51:19.319863+00:00,918,"{""paid_competition"": 43}",,918
msu,Экономика (Государственный и муниципальный аудит) (without_entry_tests),2026,2026-08-08 14:51:19.279791+00:00,1,"{""without_entry_tests"": 3}",,1
msu,Экономика (Экономическая теория и аналитика) (paid_competition),2026,2026-08-08 14:51:20.910931+00:00,887,"{""paid_competition"": 100}",,887
msu,Экономика (Экономическая теория и аналитика) (without_entry_tests),2026,2026-08-08 14:51:20.904778+00:00,4,"{""without_entry_tests"": 100}",,4
msu,Юриспруденция (by_special_quota),2026,2026-08-08 14:51:22.003769+00:00,2,"{""by_special_quota"": 2}",,2
msu,Юриспруденция (by_unusual_quota),2026,2026-08-08 14:51:22.006059+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Юриспруденция (general_competition),2026,2026-08-08 14:51:22.008198+00:00,16,"{""general_competition"": 16}",302.0,16
msu,Юриспруденция (paid_competition),2026,2026-08-08 14:51:17.732818+00:00,22,"{""paid_competition"": 25}",,22
msu,Юриспруденция (paid_competition),2026,2026-08-08 14:51:22.013084+00:00,35,"{""paid_competition"": 7}",,35
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_special_quota)",2026,2026-08-08 14:51:17.738866+00:00,25,"{""by_special_quota"": 25}",,25
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_target_quota)",2026,2026-08-08 14:51:17.754544+00:00,1,"{""by_target_quota"": 1}",,1
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_target_quota)",2026,2026-08-08 14:51:17.756959+00:00,1,"{""by_target_quota"": 1}",,1
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_target_quota)",2026,2026-08-08 14:51:17.760506+00:00,1,"{""by_target_quota"": 1}",,1
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_target_quota)",2026,2026-08-08 14:51:17.763847+00:00,2,"{""by_target_quota"": 2}",,2
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_unusual_quota)",2026,2026-08-08 14:51:17.749597+00:00,22,"{""by_unusual_quota"": 42}",,22
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (by_unusual_quota)",2026,2026-08-08 14:51:17.744256+00:00,20,"{""by_unusual_quota"": 42}",,20
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (general_competition)",2026,2026-08-08 14:51:17.774067+00:00,188,"{""general_competition"": 228}",360.0,188
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (paid_competition)",2026,2026-08-08 14:51:17.866479+00:00,981,"{""paid_competition"": 280}",,981
msu,"Юриспруденция (государственно-правовой, гражданско-правовой, уголовно-правовой) (without_entry_tests)",2026,2026-08-08 14:51:17.766203+00:00,40,"{""without_entry_tests"": 228}",,40
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (by_special_quota)",2026,2026-08-08 14:51:19.425053+00:00,2,"{""by_special_quota"": 2}",,2
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (by_unusual_quota)",2026,2026-08-08 14:51:19.428156+00:00,4,"{""by_unusual_quota"": 4}",,4
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (general_competition)",2026,2026-08-08 14:51:19.433241+00:00,3,"{""general_competition"": 17}",388.0,3
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (paid_competition)",2026,2026-08-08 14:51:19.479999+00:00,854,"{""paid_competition"": 82}",,854
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (without_entry_tests)",2026,2026-08-08 14:51:19.430146+00:00,14,"{""without_entry_tests"": 17}",,14
msu,"Юриспруденция (финансово-правовой, Расследование экономических преступлений) (without_entry_tests)",2026,2026-08-08 14:51:19.477925+00:00,2,"{""without_entry_tests"": 82}",,2
rnimu,Клиническая психология (Клиническая психология в здравоохранении) Общий конкурс 2026,2026,2026-08-08 14:35:47.662076+00:00,1106,"{""general_competition"": 0}",266.0,1106
rnimu,Лечебное дело (Ars Medica) Общий конкурс 2026,2026,2026-08-08 14:35:47.798064+00:00,1481,"{""general_competition"": 0}",279.0,1481
rnimu,Лечебное дело (Лечебное дело) Общий конкурс 2026,2026,2026-08-08 14:35:47.934148+00:00,7284,"{""general_competition"": 0}",271.0,7284
rnimu,Лечебное дело (Фундаментальная медицина) Общий конкурс 2026,2026,2026-08-08 14:35:48.538475+00:00,1842,"{""general_competition"": 0}",263.0,1842
rnimu,Медицинская биофизика Общий конкурс 2026,2026,2026-08-08 14:35:48.715725+00:00,181,"{""general_competition"": 0}",256.0,181
rnimu,Медицинская биохимия Общий конкурс 2026,2026,2026-08-08 14:35:48.736426+00:00,2689,"{""general_competition"": 0}",273.0,2689
rnimu,Медицинская кибернетика (Биоинформатика) Общий конкурс 2026,2026,2026-08-08 14:35:48.969001+00:00,530,"{""general_competition"": 0}",270.0,530
rnimu,Медицинская кибернетика (Медицинская информатика) Общий конкурс 2026,2026,2026-08-08 14:35:49.019297+00:00,490,"{""general_competition"": 0}",251.0,490
rnimu,Педиатрия (Фундаментальная педиатрия) Общий конкурс 2026 БВО,2026,2026-08-08 14:35:49.591415+00:00,1396,"{""general_competition"": 0}",264.0,1396
rnimu,Педиатрия Общий конкурс 2026,2026,2026-08-08 14:35:49.065137+00:00,5845,"{""general_competition"": 0}",263.0,5845
rnimu,Психология служебной деятельности (Психология безопасности) Общий конкурс 2026,2026,2026-08-08 14:35:49.710045+00:00,551,"{""general_competition"": 1}",243.0,551
rnimu,Стоматология Общий конкурс 2026,2026,2026-08-08 14:35:49.761881+00:00,3944,"{""general_competition"": 0}",,3944
rnimu,Фармация Общий конкурс 2026,2026,2026-08-08 14:35:50.106081+00:00,2425,"{""general_competition"": 2}",261.0,2425
rnimu,Фундаментальная и прикладная биология (Биомедицина) Общий конкурс 2026,2026,2026-08-08 14:35:50.305500+00:00,763,"{""general_competition"": 0}",280.0,763
rudn,05.03.06 — Экология и природопользование — Управление природными ресурсами,2026,2026-08-08 18:41:38.092224+00:00,200,"{""general_competition"": 22}",,200
rudn,05.03.06 — Экология и природопользование — Управление природными ресурсами,2026,2026-08-08 18:41:38.157765+00:00,200,"{""general_competition"": 50}",,200
rudn,05.03.06 — Экология и природопользование — Управление природными ресурсами,2026,2026-08-08 18:41:38.214692+00:00,151,"{""general_competition"": 25}",,151
rudn,05.03.06 — Экология и природопользование — Экология и природопользование,2026,2026-08-08 18:41:35.580437+00:00,36,"{""general_competition"": 7}",,36
rudn,05.03.06 — Экология и природопользование — Экология и природопользование,2026,2026-08-08 18:41:35.591578+00:00,28,"{""general_competition"": 10}",,28
rudn,05.03.06 — Экология и природопользование — Экология и природопользование,2026,2026-08-08 18:41:35.563787+00:00,63,"{""general_competition"": 5}",,63
rudn,05.03.06 — Экология и природопользование — Экология и устойчивое развитие,2026,2026-08-08 18:41:37.946079+00:00,200,"{""general_competition"": 46}",,200
rudn,05.03.06 — Экология и природопользование — Экология и устойчивое развитие,2026,2026-08-08 18:41:38.083330+00:00,23,"{""general_competition"": 24}",,23
rudn,05.03.06 — Экология и природопользование — Экология и устойчивое развитие,2026,2026-08-08 18:41:38.078356+00:00,3,"{""general_competition"": 24}",,3
rudn,05.03.06 — Экология и природопользование — Экология и устойчивое развитие,2026,2026-08-08 18:41:38.057833+00:00,71,"{""general_competition"": 25}",,71
rudn,05.03.06 — Экология и природопользование — Экология и устойчивое развитие,2026,2026-08-08 18:41:38.007519+00:00,200,"{""general_competition"": 50}",,200
rudn,06.03.01 — Биология — Биомедицина,2026,2026-08-08 18:41:38.390188+00:00,200,"{""general_competition"": 2}",,200
rudn,06.03.01 — Биология — Биомедицина,2026,2026-08-08 18:41:38.450310+00:00,200,"{""general_competition"": 36}",,200
rudn,09.03.03 — Прикладная информатика — Прикладная информатика,2026,2026-08-08 18:41:35.484592+00:00,75,"{""general_competition"": 43}",,75
rudn,09.03.03 — Прикладная информатика — Прикладная информатика,2026,2026-08-08 18:41:35.470159+00:00,53,"{""general_competition"": 12}",,53
rudn,18.03.02 — Энерго- и ресурсосберегающие процессы в химическо — Энерго- и ресурсосберегающие процессы в химической,2026,2026-08-08 18:41:38.359951+00:00,67,"{""general_competition"": 20}",,67
rudn,18.03.02 — Энерго- и ресурсосберегающие процессы в химическо — Энерго- и ресурсосберегающие процессы в химической,2026,2026-08-08 18:41:38.251582+00:00,200,"{""general_competition"": 19}",,200
rudn,18.03.02 — Энерго- и ресурсосберегающие процессы в химическо — Энерго- и ресурсосберегающие процессы в химической,2026,2026-08-08 18:41:38.312721+00:00,200,"{""general_competition"": 20}",,200
rudn,18.03.02 — Энерго- и ресурсосберегающие процессы в химическо — Энерго- и ресурсосберегающие процессы в химической,2026,2026-08-08 18:41:38.377120+00:00,2,"{""general_competition"": 24}",,2
rudn,18.03.02 — Энерго- и ресурсосберегающие процессы в химическо — Энерго- и ресурсосберегающие процессы в химической,2026,2026-08-08 18:41:38.380797+00:00,33,"{""general_competition"": 24}",,33
rudn,31.05.01 — Лечебное дело — Лечебное дело,2026,2026-08-08 18:41:38.518698+00:00,200,"{""general_competition"": 15}",,200
rudn,31.05.01 — Лечебное дело — Лечебное дело,2026,2026-08-08 18:41:38.604784+00:00,200,"{""general_competition"": 450}",,200
rudn,34.03.01 — Сестринское дело — Сестринское дело,2026,2026-08-08 18:41:38.818555+00:00,126,"{""general_competition"": 30}",,126
rudn,34.03.01 — Сестринское дело — Сестринское дело,2026,2026-08-08 18:41:38.773171+00:00,200,"{""general_competition"": 40}",,200
rudn,34.03.01 — Сестринское дело — Сестринское дело,2026,2026-08-08 18:41:38.733087+00:00,200,"{""general_competition"": 11}",,200
rudn,35.03.04 — Агрономия — Агрономия,2026,2026-08-08 18:41:38.994177+00:00,158,"{""general_competition"": 15}",,158
rudn,35.03.04 — Агрономия — Агрономия,2026,2026-08-08 18:41:38.961498+00:00,125,"{""general_competition"": 21}",,125
rudn,35.03.04 — Агрономия — Агрономия,2026,2026-08-08 18:41:38.909165+00:00,200,"{""general_competition"": 30}",,200
