university,group_title,campaign_year,snapshot_date,applications,seat_counts,min_enrolled_score,last_rank
msu,Зарубежное регионоведение (by_unusual_quota),2026,2026-08-08 14:51:18.730317+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Зарубежное регионоведение (general_competition),2026,2026-08-08 14:51:18.732791+00:00,7,"{""general_competition"": 7}",374.0,7
msu,Зарубежное регионоведение (paid_competition),2026,2026-08-08 14:51:18.747464+00:00,198,"{""paid_competition"": 20}",,198
msu,Изящные искусства (paid_competition),2026,2026-08-08 14:51:20.129316+00:00,35,"{""paid_competition"": 25}",,35
msu,Инноватика (paid_competition),2026,2026-08-08 14:51:21.524607+00:00,232,"{""paid_competition"": 35}",,232
msu,История (by_special_quota),2026,2026-08-08 14:51:16.368312+00:00,10,"{""by_special_quota"": 10}",,10
msu,История (by_unusual_quota),2026,2026-08-08 14:51:16.373359+00:00,3,"{""by_unusual_quota"": 14}",,3
msu,История (by_unusual_quota),2026,2026-08-08 14:51:16.376373+00:00,11,"{""by_unusual_quota"": 14}",,11
msu,История (general_competition),2026,2026-08-08 14:51:22.044368+00:00,10,"{""general_competition"": 10}",243.0,10
msu,История (general_competition),2026,2026-08-08 14:51:16.384882+00:00,58,"{""general_competition"": 86}",356.0,58
msu,История (paid_competition),2026,2026-08-08 14:51:22.047944+00:00,9,"{""paid_competition"": 10}",,9
msu,История (paid_competition),2026,2026-08-08 14:51:16.428656+00:00,443,"{""paid_competition"": 50}",,443
msu,История (paid_competition),2026,2026-08-08 14:51:16.489163+00:00,1,"{""paid_competition"": 3}",,1
msu,История (without_entry_tests),2026,2026-08-08 14:51:16.425981+00:00,1,"{""without_entry_tests"": 50}",,1
msu,История (without_entry_tests),2026,2026-08-08 14:51:16.379914+00:00,28,"{""without_entry_tests"": 86}",,28
msu,История искусств (by_unusual_quota),2026,2026-08-08 14:51:16.492336+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,История искусств (general_competition),2026,2026-08-08 14:51:16.500468+00:00,8,"{""general_competition"": 18}",366.0,8
msu,История искусств (paid_competition),2026,2026-08-08 14:51:16.508312+00:00,30,"{""paid_competition"": 5}",,30
msu,История искусств (paid_competition),2026,2026-08-08 14:51:16.518874+00:00,3,"{""paid_competition"": 3}",,3
msu,История искусств (without_entry_tests),2026,2026-08-08 14:51:16.494952+00:00,10,"{""without_entry_tests"": 18}",,10
msu,История искусств (without_entry_tests),2026,2026-08-08 14:51:16.505963+00:00,1,"{""without_entry_tests"": 5}",,1
msu,История международных отношений (by_special_quota),2026,2026-08-08 14:51:16.522013+00:00,1,"{""by_special_quota"": 1}",,1
msu,История международных отношений (by_unusual_quota),2026,2026-08-08 14:51:16.524147+00:00,3,"{""by_unusual_quota"": 3}",,3
msu,История международных отношений (general_competition),2026,2026-08-08 14:51:16.531396+00:00,9,"{""general_competition"": 11}",352.0,9
msu,История международных отношений (paid_competition),2026,2026-08-08 14:51:16.558700+00:00,347,"{""paid_competition"": 25}",,347
msu,История международных отношений (without_entry_tests),2026,2026-08-08 14:51:16.527336+00:00,2,"{""without_entry_tests"": 11}",,2
msu,Клиническая психология (by_special_quota),2026,2026-08-08 14:51:18.279553+00:00,6,"{""by_special_quota"": 6}",,6
msu,Клиническая психология (by_unusual_quota),2026,2026-08-08 14:51:18.286269+00:00,1,"{""by_unusual_quota"": 7}",,1
msu,Клиническая психология (by_unusual_quota),2026,2026-08-08 14:51:18.282786+00:00,6,"{""by_unusual_quota"": 7}",,6
msu,Клиническая психология (general_competition),2026,2026-08-08 14:51:18.290811+00:00,37,"{""general_competition"": 40}",346.0,37
msu,Клиническая психология (paid_competition),2026,2026-08-08 14:51:18.357359+00:00,1,"{""paid_competition"": 10}",,1
msu,Клиническая психология (paid_competition),2026,2026-08-08 14:51:18.314933+00:00,310,"{""paid_competition"": 95}",,310
msu,Клиническая психология (without_entry_tests),2026,2026-08-08 14:51:18.288601+00:00,3,"{""without_entry_tests"": 40}",,3
msu,Конфликтология (by_unusual_quota),2026,2026-08-08 14:51:19.816984+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Конфликтология (by_unusual_quota),2026,2026-08-08 14:51:19.813678+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Конфликтология (general_competition),2026,2026-08-08 14:51:19.822048+00:00,8,"{""general_competition"": 9}",348.0,8
msu,Конфликтология (paid_competition),2026,2026-08-08 14:51:19.837244+00:00,151,"{""paid_competition"": 10}",,151
msu,Конфликтология (without_entry_tests),2026,2026-08-08 14:51:19.819575+00:00,1,"{""without_entry_tests"": 9}",,1
msu,Космические исследования и космонавтика (by_special_quota),2026,2026-08-08 14:51:21.608803+00:00,4,"{""by_special_quota"": 4}",,4
msu,Космические исследования и космонавтика (by_target_quota),2026,2026-08-08 14:51:21.618722+00:00,1,"{""by_target_quota"": 1}",,1
msu,Космические исследования и космонавтика (by_unusual_quota),2026,2026-08-08 14:51:21.613694+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Космические исследования и космонавтика (by_unusual_quota),2026,2026-08-08 14:51:21.615957+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Космические исследования и космонавтика (general_competition),2026,2026-08-08 14:51:21.623982+00:00,41,"{""general_competition"": 47}",360.0,41
msu,Космические исследования и космонавтика (paid_competition),2026,2026-08-08 14:51:21.703684+00:00,411,"{""paid_competition"": 20}",,411
msu,Космические исследования и космонавтика (without_entry_tests),2026,2026-08-08 14:51:21.621106+00:00,7,"{""without_entry_tests"": 47}",,7
msu,"Культурология, общий (by_special_quota)",2026,2026-08-08 14:51:18.778961+00:00,1,"{""by_special_quota"": 1}",,1
msu,"Культурология, общий (general_competition)",2026,2026-08-08 14:51:18.784991+00:00,4,"{""general_competition"": 6}",363.0,4
msu,"Культурология, общий (paid_competition)",2026,2026-08-08 14:51:18.794190+00:00,116,"{""paid_competition"": 20}",,116
msu,"Культурология, общий (without_entry_tests)",2026,2026-08-08 14:51:18.782473+00:00,2,"{""without_entry_tests"": 6}",,2
msu,Лечебное дело (by_special_quota),2026,2026-08-08 14:51:16.281746+00:00,6,"{""by_special_quota"": 6}",,6
msu,Лечебное дело (by_unusual_quota),2026,2026-08-08 14:51:16.284723+00:00,5,"{""by_unusual_quota"": 6}",,5
msu,Лечебное дело (by_unusual_quota),2026,2026-08-08 14:51:16.288445+00:00,1,"{""by_unusual_quota"": 6}",,1
msu,Лечебное дело (general_competition),2026,2026-08-08 14:51:16.294550+00:00,28,"{""general_competition"": 46}",380.0,28
msu,Лечебное дело (paid_competition),2026,2026-08-08 14:51:16.309237+00:00,186,"{""paid_competition"": 72}",,186
msu,Лечебное дело (without_entry_tests),2026,2026-08-08 14:51:16.290559+00:00,18,"{""without_entry_tests"": 46}",,18
msu,Лингвистика (paid_competition),2026,2026-08-08 14:51:21.440349+00:00,259,"{""paid_competition"": 30}",,259
msu,"Лингвистика (Межкультурная коммуникация, Теория и методика преподавания иностранных языков) (by_special_quota)",2026,2026-08-08 14:51:18.810389+00:00,3,"{""by_special_quota"": 3}",,3
msu,"Лингвистика (Межкультурная коммуникация, Теория и методика преподавания иностранных языков) (by_unusual_quota)",2026,2026-08-08 14:51:18.813273+00:00,6,"{""by_unusual_quota"": 6}",,6
msu,"Лингвистика (Межкультурная коммуникация, Теория и методика преподавания иностранных языков) (general_competition)",2026,2026-08-08 14:51:18.819578+00:00,16,"{""general_competition"": 28}",384.0,16
msu,"Лингвистика (Межкультурная коммуникация, Теория и методика преподавания иностранных языков) (paid_competition)",2026,2026-08-08 14:51:18.848411+00:00,415,"{""paid_competition"": 55}",,415
msu,"Лингвистика (Межкультурная коммуникация, Теория и методика преподавания иностранных языков) (without_entry_tests)",2026,2026-08-08 14:51:18.816127+00:00,12,"{""without_entry_tests"": 28}",,12
msu,"Маркетинг и рыночная аналитика, Управление проектами (paid_competition)",2026,2026-08-08 14:51:19.625987+00:00,281,"{""paid_competition"": 40}",,281
msu,"Маркетинг и рыночная аналитика, Управление проектами (without_entry_tests)",2026,2026-08-08 14:51:19.622658+00:00,5,"{""without_entry_tests"": 40}",,5
msu,Математика (by_special_quota),2026,2026-08-08 14:51:14.514064+00:00,6,"{""by_special_quota"": 6}",,6
msu,Математика (by_unusual_quota),2026,2026-08-08 14:51:14.548340+00:00,3,"{""by_unusual_quota"": 12}",,3
msu,Математика (by_unusual_quota),2026,2026-08-08 14:51:14.552078+00:00,9,"{""by_unusual_quota"": 12}",,9
msu,Математика (general_competition),2026,2026-08-08 14:51:14.561305+00:00,216,"{""general_competition"": 232}",361.0,216
msu,Математика (paid_competition),2026,2026-08-08 14:51:15.023606+00:00,11,"{""paid_competition"": 20}",,11
msu,Математика (paid_competition),2026,2026-08-08 14:51:14.672537+00:00,563,"{""paid_competition"": 50}",,563
msu,Математика (without_entry_tests),2026,2026-08-08 14:51:14.556508+00:00,16,"{""without_entry_tests"": 232}",,16
msu,Математика (without_entry_tests),2026,2026-08-08 14:51:14.669503+00:00,2,"{""without_entry_tests"": 50}",,2
msu,Медиакоммуникации (by_special_quota),2026,2026-08-08 14:51:21.910301+00:00,1,"{""by_special_quota"": 1}",,1
msu,Медиакоммуникации (by_special_quota),2026,2026-08-08 14:51:18.116039+00:00,4,"{""by_special_quota"": 4}",,4
msu,Медиакоммуникации (by_unusual_quota),2026,2026-08-08 14:51:18.119527+00:00,10,"{""by_unusual_quota"": 10}",,10
msu,Медиакоммуникации (by_unusual_quota),2026,2026-08-08 14:51:21.914014+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Медиакоммуникации (general_competition),2026,2026-08-08 14:51:21.916055+00:00,8,"{""general_competition"": 8}",248.0,8
msu,Медиакоммуникации (general_competition),2026,2026-08-08 14:51:18.123903+00:00,51,"{""general_competition"": 51}",360.0,51
msu,Медиакоммуникации (paid_competition),2026,2026-08-08 14:51:21.919378+00:00,6,"{""paid_competition"": 10}",,6
msu,Медиакоммуникации (paid_competition),2026,2026-08-08 14:51:18.153296+00:00,338,"{""paid_competition"": 110}",,338
msu,Международная журналистика (by_special_quota),2026,2026-08-08 14:51:18.197920+00:00,1,"{""by_special_quota"": 1}",,1
msu,Международная журналистика (by_unusual_quota),2026,2026-08-08 14:51:18.200556+00:00,5,"{""by_unusual_quota"": 5}",,5
msu,Международная журналистика (general_competition),2026,2026-08-08 14:51:18.205113+00:00,17,"{""general_competition"": 19}",368.0,17
msu,Международная журналистика (paid_competition),2026,2026-08-08 14:51:18.228281+00:00,375,"{""paid_competition"": 35}",,375
msu,Международная журналистика (without_entry_tests),2026,2026-08-08 14:51:18.202861+00:00,2,"{""without_entry_tests"": 19}",,2
msu,Международно-правовая (paid_competition),2026,2026-08-08 14:51:17.625073+00:00,573,"{""paid_competition"": 125}",,573
msu,Международное гуманитарное сотрудничество (paid_competition),2026,2026-08-08 14:51:21.419496+00:00,137,"{""paid_competition"": 15}",,137
msu,Международные отношения (by_special_quota),2026,2026-08-08 14:51:20.689923+00:00,2,"{""by_special_quota"": 2}",,2
msu,Международные отношения (by_target_quota),2026,2026-08-08 14:51:20.706476+00:00,1,"{""by_target_quota"": 1}",,1
msu,Международные отношения (by_unusual_quota),2026,2026-08-08 14:51:20.696816+00:00,4,"{""by_unusual_quota"": 4}",,4
msu,Международные отношения (general_competition),2026,2026-08-08 14:51:20.716014+00:00,6,"{""general_competition"": 7}",390.0,6
msu,Международные отношения (paid_competition),2026,2026-08-08 14:51:20.762318+00:00,789,"{""paid_competition"": 180}",,789
msu,Международные отношения (without_entry_tests),2026,2026-08-08 14:51:20.712931+00:00,1,"{""without_entry_tests"": 7}",,1
msu,Менеджмент (by_special_quota),2026,2026-08-08 14:51:21.923495+00:00,2,"{""by_special_quota"": 2}",,2
msu,Менеджмент (by_special_quota),2026,2026-08-08 14:51:17.128485+00:00,3,"{""by_special_quota"": 3}",,3
msu,Менеджмент (by_target_quota),2026,2026-08-08 14:51:17.136313+00:00,1,"{""by_target_quota"": 1}",,1
msu,Менеджмент (by_unusual_quota),2026,2026-08-08 14:51:17.134243+00:00,2,"{""by_unusual_quota"": 4}",,2
msu,Менеджмент (by_unusual_quota),2026,2026-08-08 14:51:21.928663+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Менеджмент (by_unusual_quota),2026,2026-08-08 14:51:17.131788+00:00,2,"{""by_unusual_quota"": 4}",,2
msu,Менеджмент (by_unusual_quota),2026,2026-08-08 14:51:21.931194+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Менеджмент (general_competition),2026,2026-08-08 14:51:21.934590+00:00,16,"{""general_competition"": 16}",334.0,16
msu,Менеджмент (general_competition),2026,2026-08-08 14:51:17.140858+00:00,13,"{""general_competition"": 18}",387.0,13
msu,Менеджмент (paid_competition),2026,2026-08-08 14:51:17.204252+00:00,1344,"{""paid_competition"": 220}",,1344
msu,Менеджмент (paid_competition),2026,2026-08-08 14:51:21.947437+00:00,61,"{""paid_competition"": 15}",,61
msu,Менеджмент (without_entry_tests),2026,2026-08-08 14:51:17.202214+00:00,4,"{""without_entry_tests"": 220}",,4
msu,Менеджмент (without_entry_tests),2026,2026-08-08 14:51:17.138337+00:00,5,"{""without_entry_tests"": 18}",,5
msu,Менеджмент (общий) (paid_competition),2026,2026-08-08 14:51:20.260888+00:00,772,"{""paid_competition"": 75}",,772
msu,Менеджмент в культуре (paid_competition),2026,2026-08-08 14:51:20.058194+00:00,72,"{""paid_competition"": 15}",,72
msu,Менеджмент в культуре (without_entry_tests),2026,2026-08-08 14:51:20.054627+00:00,1,"{""without_entry_tests"": 15}",,1
msu,Менеджмент в спорте (paid_competition),2026,2026-08-08 14:51:20.071830+00:00,100,"{""paid_competition"": 15}",,100
msu,Менеджмент и маркетинг в сфере культуры и культурный туризм (paid_competition),2026,2026-08-08 14:51:20.088707+00:00,96,"{""paid_competition"": 15}",,96
msu,Механика (by_special_quota),2026,2026-08-08 14:51:14.750236+00:00,2,"{""by_special_quota"": 2}",,2
msu,Механика (general_competition),2026,2026-08-08 14:51:14.756153+00:00,93,"{""general_competition"": 98}",355.0,93
msu,Механика (paid_competition),2026,2026-08-08 14:51:14.828922+00:00,445,"{""paid_competition"": 20}",,445
msu,Механика (without_entry_tests),2026,2026-08-08 14:51:14.753554+00:00,4,"{""without_entry_tests"": 98}",,4
msu,Музейный и галерейный менеджмент (paid_competition),2026,2026-08-08 14:51:20.106433+00:00,42,"{""paid_competition"": 15}",,42
msu,"Науки о Земле (География, Картография и геоинформатика, Гидрометеорология, Экология и природопользование) (by_special_quota)",2026,2026-08-08 14:51:16.173396+00:00,5,"{""by_special_quota"": 5}",,5
msu,"Науки о Земле (География, Картография и геоинформатика, Гидрометеорология, Экология и природопользование) (by_unusual_quota)",2026,2026-08-08 14:51:16.176749+00:00,5,"{""by_unusual_quota"": 5}",,5
msu,"Науки о Земле (География, Картография и геоинформатика, Гидрометеорология, Экология и природопользование) (general_competition)",2026,2026-08-08 14:51:16.184907+00:00,111,"{""general_competition"": 137}",308.0,111
msu,"Науки о Земле (География, Картография и геоинформатика, Гидрометеорология, Экология и природопользование) (paid_competition)",2026,2026-08-08 14:51:16.212560+00:00,104,"{""paid_competition"": 20}",,104
msu,"Науки о Земле (География, Картография и геоинформатика, Гидрометеорология, Экология и природопользование) (without_entry_tests)",2026,2026-08-08 14:51:16.179514+00:00,26,"{""without_entry_tests"": 137}",,26
msu,Общая политология (by_special_quota),2026,2026-08-08 14:51:19.859823+00:00,4,"{""by_special_quota"": 4}",,4
msu,Общая политология (by_unusual_quota),2026,2026-08-08 14:51:19.863381+00:00,4,"{""by_unusual_quota"": 4}",,4
msu,Общая политология (general_competition),2026,2026-08-08 14:51:19.870225+00:00,24,"{""general_competition"": 29}",355.0,24
msu,Общая политология (paid_competition),2026,2026-08-08 14:51:19.904892+00:00,495,"{""paid_competition"": 28}",,495
msu,Общая политология (without_entry_tests),2026,2026-08-08 14:51:19.866255+00:00,5,"{""without_entry_tests"": 29}",,5
msu,Педагогика и психология девиантного поведения (by_unusual_quota),2026,2026-08-08 14:51:18.362756+00:00,2,"{""by_unusual_quota"": 4}",,2
msu,Педагогика и психология девиантного поведения (by_unusual_quota),2026,2026-08-08 14:51:18.359966+00:00,2,"{""by_unusual_quota"": 4}",,2
msu,Педагогика и психология девиантного поведения (general_competition),2026,2026-08-08 14:51:18.364969+00:00,14,"{""general_competition"": 14}",317.0,14
msu,Педагогика и психология девиантного поведения (paid_competition),2026,2026-08-08 14:51:18.375314+00:00,79,"{""paid_competition"": 25}",,79
msu,Перевод и переводоведение (by_unusual_quota),2026,2026-08-08 14:51:21.475385+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Перевод и переводоведение (general_competition),2026,2026-08-08 14:51:21.481859+00:00,3,"{""general_competition"": 7}",374.0,3
msu,Перевод и переводоведение (paid_competition),2026,2026-08-08 14:51:21.498198+00:00,237,"{""paid_competition"": 20}",,237
msu,Перевод и переводоведение (without_entry_tests),2026,2026-08-08 14:51:21.478315+00:00,4,"{""without_entry_tests"": 7}",,4
msu,"Перевод и переводоведение (Специальный перевод, Лингвистическое обеспечение межгосударственных отношений) (by_unusual_quota)",2026,2026-08-08 14:51:18.903882+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,"Перевод и переводоведение (Специальный перевод, Лингвистическое обеспечение межгосударственных отношений) (general_competition)",2026,2026-08-08 14:51:18.909439+00:00,11,"{""general_competition"": 13}",368.0,11
msu,"Перевод и переводоведение (Специальный перевод, Лингвистическое обеспечение межгосударственных отношений) (paid_competition)",2026,2026-08-08 14:51:18.929737+00:00,255,"{""paid_competition"": 17}",,255
msu,"Перевод и переводоведение (Специальный перевод, Лингвистическое обеспечение межгосударственных отношений) (without_entry_tests)",2026,2026-08-08 14:51:18.907022+00:00,2,"{""without_entry_tests"": 13}",,2
msu,Политический менеджмент (by_special_quota),2026,2026-08-08 14:51:19.977588+00:00,1,"{""by_special_quota"": 1}",,1
msu,Политический менеджмент (by_unusual_quota),2026,2026-08-08 14:51:19.980816+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Политический менеджмент (general_competition),2026,2026-08-08 14:51:19.983294+00:00,5,"{""general_competition"": 5}",358.0,5
msu,Политический менеджмент (paid_competition),2026,2026-08-08 14:51:20.006397+00:00,343,"{""paid_competition"": 12}",,343
msu,Политология (общий) (by_special_quota),2026,2026-08-08 14:51:20.366760+00:00,1,"{""by_special_quota"": 1}",,1
msu,Политология (общий) (by_unusual_quota),2026,2026-08-08 14:51:20.370125+00:00,1,"{""by_unusual_quota"": 1}",,1
msu,Политология (общий) (general_competition),2026,2026-08-08 14:51:20.377921+00:00,1,"{""general_competition"": 3}",370.0,1
msu,Политология (общий) (paid_competition),2026,2026-08-08 14:51:20.410331+00:00,378,"{""paid_competition"": 20}",,378
msu,Политология (общий) (without_entry_tests),2026,2026-08-08 14:51:20.374788+00:00,2,"{""without_entry_tests"": 3}",,2
msu,Построение систем искусственного интеллекта (by_special_quota),2026,2026-08-08 14:51:21.762159+00:00,2,"{""by_special_quota"": 2}",,2
msu,Построение систем искусственного интеллекта (by_unusual_quota),2026,2026-08-08 14:51:21.765951+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Построение систем искусственного интеллекта (general_competition),2026,2026-08-08 14:51:21.772777+00:00,12,"{""general_competition"": 16}",394.0,12
msu,Построение систем искусственного интеллекта (paid_competition),2026,2026-08-08 14:51:21.832162+00:00,588,"{""paid_competition"": 16}",,588
msu,Построение систем искусственного интеллекта (without_entry_tests),2026,2026-08-08 14:51:21.768786+00:00,4,"{""without_entry_tests"": 16}",,4
msu,Прагматика и менеджмент культуры (by_unusual_quota),2026,2026-08-08 14:51:16.860201+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Прагматика и менеджмент культуры (by_unusual_quota),2026,2026-08-08 14:51:16.864891+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Прагматика и менеджмент культуры (general_competition),2026,2026-08-08 14:51:16.871248+00:00,10,"{""general_competition"": 12}",350.0,10
msu,Прагматика и менеджмент культуры (paid_competition),2026,2026-08-08 14:51:16.884688+00:00,191,"{""paid_competition"": 40}",,191
msu,Прагматика и менеджмент культуры (without_entry_tests),2026,2026-08-08 14:51:16.868157+00:00,2,"{""without_entry_tests"": 12}",,2
msu,Прикладная математика и информатика (by_special_quota),2026,2026-08-08 14:51:21.956656+00:00,2,"{""by_special_quota"": 2}",,2
msu,Прикладная математика и информатика (by_special_quota),2026,2026-08-08 14:51:15.027423+00:00,9,"{""by_special_quota"": 9}",,9
msu,Прикладная математика и информатика (by_target_quota),2026,2026-08-08 14:51:15.040291+00:00,5,"{""by_target_quota"": 5}",,5
msu,Прикладная математика и информатика (by_target_quota),2026,2026-08-08 14:51:15.045651+00:00,1,"{""by_target_quota"": 1}",,1
msu,Прикладная математика и информатика (by_target_quota),2026,2026-08-08 14:51:15.043289+00:00,1,"{""by_target_quota"": 1}",,1
msu,Прикладная математика и информатика (by_unusual_quota),2026,2026-08-08 14:51:21.959890+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Прикладная математика и информатика (by_unusual_quota),2026,2026-08-08 14:51:15.032308+00:00,4,"{""by_unusual_quota"": 26}",,4
msu,Прикладная математика и информатика (by_unusual_quota),2026,2026-08-08 14:51:15.035174+00:00,22,"{""by_unusual_quota"": 26}",,22
msu,Прикладная математика и информатика (general_competition),2026,2026-08-08 14:51:15.053339+00:00,246,"{""general_competition"": 269}",455.0,246
msu,Прикладная математика и информатика (general_competition),2026,2026-08-08 14:51:21.962442+00:00,16,"{""general_competition"": 16}",303.0,16
msu,Прикладная математика и информатика (general_competition),2026,2026-08-08 14:51:22.050655+00:00,15,"{""general_competition"": 15}",247.0,15
msu,Прикладная математика и информатика (paid_competition),2026,2026-08-08 14:51:21.968598+00:00,37,"{""paid_competition"": 15}",,37
msu,Прикладная математика и информатика (paid_competition),2026,2026-08-08 14:51:22.055704+00:00,18,"{""paid_competition"": 10}",,18
msu,Прикладная математика и информатика (paid_competition),2026,2026-08-08 14:51:15.156663+00:00,584,"{""paid_competition"": 120}",,584
msu,Прикладная математика и информатика (without_entry_tests),2026,2026-08-08 14:51:15.154179+00:00,1,"{""without_entry_tests"": 120}",,1
msu,Прикладная математика и информатика (without_entry_tests),2026,2026-08-08 14:51:15.047784+00:00,23,"{""without_entry_tests"": 269}",,23
msu,Прикладные математика и физика (by_special_quota),2026,2026-08-08 14:51:19.061679+00:00,1,"{""by_special_quota"": 1}",,1
msu,Прикладные математика и физика (by_target_quota),2026,2026-08-08 14:51:19.072021+00:00,1,"{""by_target_quota"": 1}",,1
msu,Прикладные математика и физика (by_unusual_quota),2026,2026-08-08 14:51:19.064166+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Прикладные математика и физика (by_unusual_quota),2026,2026-08-08 14:51:19.066989+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Прикладные математика и физика (general_competition),2026,2026-08-08 14:51:19.087538+00:00,14,"{""general_competition"": 14}",366.0,14
msu,Прикладные математика и физика (paid_competition),2026,2026-08-08 14:51:19.138815+00:00,345,"{""paid_competition"": 7}",,345
msu,Продюсерство (by_unusual_quota),2026,2026-08-08 14:51:20.114992+00:00,2,"{""by_unusual_quota"": 2}",,2
msu,Продюсерство (general_competition),2026,2026-08-08 14:51:20.117815+00:00,10,"{""general_competition"": 10}",351.0,10
msu,Продюсерство (paid_competition),2026,2026-08-08 14:51:20.123461+00:00,35,"{""paid_competition"": 50}",,35
msu,Психология (by_unusual_quota),2026,2026-08-08 14:51:22.059653+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Психология (by_unusual_quota),2026,2026-08-08 14:51:22.061475+00:00,1,"{""by_unusual_quota"": 2}",,1
msu,Психология (general_competition),2026,2026-08-08 14:51:22.063343+00:00,8,"{""general_competition"": 8}",237.0,8
msu,Психология (paid_competition),2026,2026-08-08 14:51:22.066353+00:00,4,"{""paid_competition"": 2}",,4
msu,Психология служебной деятельности (by_special_quota),2026,2026-08-08 14:51:18.388765+00:00,5,"{""by_special_quota"": 5}",,5
msu,Психология служебной деятельности (by_unusual_quota),2026,2026-08-08 14:51:18.391374+00:00,7,"{""by_unusual_quota"": 7}",,7
msu,Психология служебной деятельности (general_competition),2026,2026-08-08 14:51:18.394168+00:00,35,"{""general_competition"": 35}",321.0,35
msu,Психология служебной деятельности (paid_competition),2026,2026-08-08 14:51:18.412651+00:00,191,"{""paid_competition"": 55}",,191
msu,Публичная политика и социальные науки (by_special_quota),2026,2026-08-08 14:51:18.548853+00:00,2,"{""by_special_quota"": 2}",,2
msu,Публичная политика и социальные науки (by_unusual_quota),2026,2026-08-08 14:51:18.551649+00:00,5,"{""by_unusual_quota"": 5}",,5
msu,Публичная политика и социальные науки (general_competition),2026,2026-08-08 14:51:18.554606+00:00,19,"{""general_competition"": 19}",348.0,19
msu,Публичная политика и социальные науки (paid_competition),2026,2026-08-08 14:51:18.580880+00:00,388,"{""paid_competition"": 20}",,388
msu,Регионоведение России (by_special_quota),2026,2026-08-08 14:51:18.991149+00:00,1,"{""by_special_quota"": 1}",,1
msu,Регионоведение России (general_competition),2026,2026-08-08 14:51:18.993940+00:00,7,"{""general_competition"": 7}",313.0,7
msu,Регионоведение России (paid_competition),2026,2026-08-08 14:51:18.998688+00:00,29,"{""paid_competition"": 5}",,29
msu,Реклама и связи с общественностью (by_special_quota),2026,2026-08-08 14:51:16.913419+00:00,1,"{""by_special_quota"": 1}",,1
msu,Реклама и связи с общественностью (by_unusual_quota),2026,2026-08-08 14:51:16.916219+00:00,2,"{""by_unusual_quota"": 3}",,2
msu,Реклама и связи с общественностью (by_unusual_quota),2026,2026-08-08 14:51:16.918396+00:00,1,"{""by_unusual_quota"": 3}",,1
msu,Реклама и связи с общественностью (general_competition),2026,2026-08-08 14:51:16.920925+00:00,10,"{""general_competition"": 10}",376.0,10
msu,Реклама и связи с общественностью (paid_competition),2026,2026-08-08 14:51:16.951023+00:00,669,"{""paid_competition"": 85}",,669
msu,Религиоведение (general_competition),2026,2026-08-08 14:51:17.031757+00:00,18,"{""general_competition"": 18}",317.0,18
msu,Религиоведение (paid_competition),2026,2026-08-08 14:51:17.042355+00:00,70,"{""paid_competition"": 10}",,70
msu,Русский язык и литература (by_special_quota),2026,2026-08-08 14:51:16.695039+00:00,1,"{""by_special_quota"": 1}",,1
msu,Русский язык и литература (by_unusual_quota),2026,2026-08-08 14:51:16.699607+00:00,7,"{""by_unusual_quota"": 8}",,7
msu,Русский язык и литература (by_unusual_quota),2026,2026-08-08 14:51:16.697491+00:00,1,"{""by_unusual_quota"": 8}",,1
msu,Русский язык и литература (general_competition),2026,2026-08-08 14:51:16.706710+00:00,47,"{""general_competition"": 66}",341.0,47
msu,Русский язык и литература (paid_competition),2026,2026-08-08 14:51:16.734979+00:00,206,"{""paid_competition"": 10}",,206
msu,Русский язык и литература (without_entry_tests),2026,2026-08-08 14:51:16.732353+00:00,1,"{""without_entry_tests"": 10}",,1
msu,Русский язык и литература (without_entry_tests),2026,2026-08-08 14:51:16.702382+00:00,19,"{""without_entry_tests"": 66}",,19
msu,"Славянская, греческая и классическая филология (general_competition)",2026,2026-08-08 14:51:16.767697+00:00,23,"{""general_competition"": 24}",330.0,23
msu,"Славянская, греческая и классическая филология (paid_competition)",2026,2026-08-08 14:51:16.783625+00:00,111,"{""paid_competition"": 5}",,111
msu,"Славянская, греческая и классическая филология (without_entry_tests)",2026,2026-08-08 14:51:16.764633+00:00,1,"{""without_entry_tests"": 24}",,1
msu,Социология (by_special_quota),2026,2026-08-08 14:51:18.632831+00:00,4,"{""by_special_quota"": 4}",,4
msu,Социология (by_unusual_quota),2026,2026-08-08 14:51:18.636326+00:00,16,"{""by_unusual_quota"": 16}",,16
